iter	RMSE	MAE
170	0.3050863678	0.264689143
171	0.3043903242	0.263968093
172	0.303331677	0.2626013015
173	0.302580791	0.2615998818
174	0.301939515	0.2608068235
175	0.3015554484	0.2605268076
176	0.3010463855	0.2599851124
177	0.3005314002	0.2592056898
178	0.2994276873	0.257963234
179	0.2987780899	0.2569874092
180	0.2981743322	0.256068411
181	0.297667897	0.2552712909
182	0.2971357769	0.2546083448
183	0.2961988176	0.2535625785
184	0.2952137239	0.2525466605
185	0.2946525355	0.2518151327
186	0.2943032643	0.2512627204
187	0.2938186743	0.2509302421
188	0.2929679056	0.2499422449
189	0.2923652277	0.2492453441
190	0.2917689524	0.2485393346
191	0.2912942576	0.2480276202
192	0.2905649517	0.2469091531
193	0.2901842408	0.2461873293
194	0.289786067	0.245783256
195	0.2895124642	0.2456013764
196	0.2891972618	0.2450680743
197	0.2884147881	0.2441630086
198	0.2877052837	0.2434636458
199	0.2872006946	0.2429121726
200	0.2865536701	0.2422483381
201	0.2861246471	0.2417908485
202	0.2857898941	0.2415532479
203	0.2852886623	0.2411185389
204	0.2850619035	0.2405955091
205	0.2844716065	0.239711832
206	0.2841812094	0.2391197649
207	0.2836477739	0.2385144103
208	0.283352123	0.2381014083
209	0.2829843175	0.2378431364
210	0.2824967307	0.23733445
211	0.2820105062	0.2367437771
212	0.2813606234	0.235924754
213	0.2806880288	0.234966589
214	0.2800281978	0.2338915197
215	0.2795435405	0.2332487018
216	0.278881	0.2325928542
217	0.2787216727	0.2322834155
218	0.2782234448	0.2317369393
219	0.277653195	0.2312108388
220	0.277122533	0.2303170411
221	0.2768932456	0.2301609556
222	0.276666189	0.2297225625
223	0.2758074232	0.2285104967
224	0.2754149931	0.2279247338
225	0.274913689	0.2273065203
226	0.2744275858	0.2266143765
227	0.273905951	0.2257753305
228	0.2736387823	0.2253291916
229	0.2732586784	0.2249210098
230	0.2729226506	0.2246806201
231	0.2727457362	0.2243323142
232	0.27252039	0.2238767866
233	0.2720410358	0.2231674188
234	0.2716952819	0.222853297
235	0.2711078138	0.2221716328
236	0.2705801241	0.2215916785
237	0.2701417066	0.2208857195
238	0.2694391897	0.2202613941
239	0.2687851238	0.2196218304
240	0.2686523008	0.2193489972
241	0.2681204339	0.2188216092
242	0.2678828943	0.218636506
243	0.2672408653	0.2180478155
244	0.2667656133	0.2175882443
245	0.266256455	0.2171346487
246	0.2660998596	0.2170221974
247	0.2653843587	0.2163408449
248	0.2648274113	0.2155216453
249	0.2646579689	0.2151311524
250	0.2643780981	0.2148385182
251	0.2640078033	0.2144477154
252	0.2632896489	0.2136369585
253	0.2624232313	0.212823839
254	0.2619008274	0.2122697791
255	0.2614383877	0.2117242331
256	0.2610430191	0.2112825501
257	0.2606707088	0.2106969574
258	0.2603400417	0.2105007115
259	0.2599251177	0.2101069971
260	0.2592282893	0.2094594477
261	0.2589297316	0.2091883164
262	0.2583547025	0.2086466825
263	0.2582533976	0.2085731196
264	0.2579400845	0.2080299427
265	0.2577020334	0.2076799318
266	0.2574133702	0.2071340729
267	0.2572127411	0.2067548041
268	0.2566700527	0.2062848706
269	0.2561234939	0.2056328167
270	0.2556225116	0.2049840878
271	0.2554219037	0.2046568469
272	0.2550267439	0.204106335
273	0.2547214595	0.2036329227
274	0.2545682497	0.203332394
275	0.2544320887	0.2030318958
276	0.2540885455	0.2026970566
277	0.2536022121	0.2021744018
278	0.2535604217	0.2020830884
279	0.2533525252	0.2019458043
280	0.2529298108	0.2014644262
281	0.2525310389	0.2010941183
282	0.2522011402	0.2005985593
283	0.2518531429	0.2002207064
284	0.2517424948	0.2000175697
285	0.2512594807	0.1995397604
286	0.2508358225	0.1989298649
287	0.2505131611	0.1986442726
288	0.2503040795	0.1982946087
289	0.2498913452	0.1978369045
290	0.2494381816	0.1974538448
291	0.2492524598	0.197348076
292	0.2487128061	0.1967076713
293	0.248425635	0.1962383904
294	0.248251493	0.1961361875
295	0.2478978801	0.1958179946
296	0.247431989	0.1953966634
297	0.247159224	0.1950045316
298	0.2464762087	0.1942466707
299	0.2463708902	0.1940552003
300	0.2459907683	0.1937169368
301	0.2455771316	0.1932946129
302	0.2453094513	0.1930292528
303	0.2450402436	0.19284684
304	0.2450029769	0.1928180844
305	0.2445065205	0.1922837669
306	0.2441463698	0.1918677006
307	0.2437931919	0.1915794852
308	0.2434353778	0.1911405669
309	0.2429221568	0.1906496608
310	0.2426906349	0.1902841978
311	0.2425591113	0.1900673346
312	0.2420245098	0.1895017046
313	0.2414331102	0.188865068
314	0.2411333273	0.1884954404
315	0.2408242365	0.1880818309
316	0.2404760942	0.1877259401
317	0.2404148575	0.1875994332
318	0.2401647215	0.1874716997
319	0.2399930953	0.1872097917
320	0.2397048859	0.1870344436
321	0.2396690397	0.1869603771
322	0.2395465647	0.1867793056
323	0.2392511496	0.1863688297
324	0.2387940178	0.1858128535
325	0.238473791	0.1855380431
326	0.2381908654	0.1851317366
327	0.2377423376	0.1846815432
328	0.2376505128	0.1845262038
329	0.2372255879	0.1840335417
330	0.2370519992	0.1837615009
331	0.2367770978	0.1834321752
332	0.2364468719	0.1831021208
333	0.2360748251	0.1826938488
334	0.2356983317	0.1823866385
335	0.2353285346	0.1821488015
336	0.2350894528	0.1820162209
337	0.2348558846	0.1818422312
338	0.2346294006	0.1816174682
339	0.2341141645	0.1811279206
340	0.2339734137	0.1809022488
341	0.2339285655	0.1808021855
342	0.2334729355	0.1802089028
343	0.233158089	0.179834445
344	0.2328651998	0.1794849262
345	0.2326369727	0.1793087287
346	0.2322636324	0.1789252546
347	0.2319293111	0.1786128448
348	0.231687264	0.1782807834
349	0.2313580883	0.1779017585
350	0.2310713658	0.1777297639
351	0.2306733299	0.1772878864
352	0.2306097389	0.1771676791
353	0.2302380533	0.1767523201
354	0.2298810901	0.1764194604
355	0.2296152664	0.1762550768
356	0.2293013906	0.1758957926
357	0.2289621688	0.1757039183
358	0.2287502926	0.1753924038
359	0.2286118117	0.1752001219
360	0.228433989	0.1749835563
361	0.2281661295	0.174820616
362	0.2279111932	0.1744545177
363	0.2277644511	0.1742491861
364	0.2275864617	0.1741482156
365	0.2273980348	0.1738757079
366	0.2270284808	0.1735424532
367	0.2267155466	0.1732700426
368	0.2265539622	0.1731606606
369	0.2261280701	0.1726738006
370	0.2257735067	0.1723591405
371	0.2255313894	0.1722088227
372	0.2252719016	0.1718186695
373	0.2248467903	0.1713102213
374	0.2245537095	0.1710727245
375	0.224375606	0.1708552511
376	0.2242460658	0.1706635914
377	0.224210064	0.1705792647
378	0.2240029776	0.1702616306
379	0.2237140947	0.1700430241
380	0.2235862507	0.1698613984
381	0.223380335	0.1696096741
382	0.2232228809	0.1695159367
383	0.2231891909	0.1694544974
384	0.2229677273	0.1693111292
385	0.2228357323	0.1691631329
386	0.2227969118	0.1690829843
387	0.2225227605	0.1687216507
388	0.2223387622	0.1685375968
389	0.2221637261	0.1684303203
390	0.2220882098	0.1683199062
391	0.2218345272	0.1681594025
392	0.2217938869	0.1680957476
393	0.2215360765	0.1678772644
394	0.2212973164	0.1676812245
395	0.2210638774	0.1675406635
396	0.2208778052	0.1672580414
397	0.220751953	0.1670516396
398	0.2205678462	0.1669025775
399	0.2203439	0.1667181027
400	0.2200767966	0.1664524099
401	0.2198498669	0.166248872
402	0.2198365224	0.1662242454
403	0.2195936301	0.1659441259
404	0.2193411474	0.1656767293
405	0.2190197168	0.1653456367
406	0.2187262004	0.1650344348
407	0.2185556086	0.1648664024
408	0.218197806	0.1645248964
409	0.218047448	0.1643123314
410	0.2177590729	0.1640457514
411	0.2175277124	0.1638993667
412	0.2173129912	0.1637588887
413	0.2170479698	0.1635181104
414	0.2167108122	0.1631282443
415	0.2164857405	0.1629310816
416	0.2162524026	0.1627638995
417	0.2158967763	0.1623667859
418	0.2157728833	0.162217311
419	0.2155705436	0.162084137
420	0.2153736163	0.1619161416
421	0.215332915	0.1618467027
422	0.2152837908	0.1617492704
423	0.2151160288	0.1615218456
424	0.2149693784	0.1613662952
425	0.2147510799	0.1611515433
426	0.2144849603	0.1609643534
427	0.2142425202	0.1607773855
428	0.2140030568	0.1606011059
429	0.2138056408	0.1604675845
430	0.2135710651	0.1602445079
431	0.2135326811	0.1602078191
432	0.2135116327	0.1601655991
433	0.2132140179	0.1599370986
434	0.2131443712	0.1598269689
435	0.2128578734	0.1596392875
436	0.2125574427	0.1593304924
437	0.2122980574	0.1591258729
438	0.2120579449	0.1589946048
439	0.211835055	0.1588066351
440	0.2117343653	0.1586745679
441	0.2115389138	0.158518905
442	0.2112163783	0.1583112122
443	0.2110327692	0.1580424706
444	0.2108700158	0.1578545704
445	0.2106768172	0.157612254
446	0.2106134436	0.1575609389
447	0.2104137766	0.1573777121
448	0.2102136244	0.1572232998
449	0.2099700719	0.1569964562
450	0.2097208321	0.1568293869
451	0.2095758821	0.1566443473
452	0.2094493423	0.1565667933
453	0.2093313029	0.156405954
454	0.2092322512	0.1563741443
455	0.2090223424	0.1561152353
456	0.2089335753	0.1559882136
457	0.2086925431	0.155833696
458	0.2085979927	0.1556936217
459	0.2083770496	0.1555221121
460	0.2080734382	0.155250855
461	0.2078940127	0.1550870653
462	0.2076449783	0.1548527204
463	0.2073875562	0.1546677761
464	0.2071706476	0.1544766073
465	0.2069245526	0.1542911177
466	0.2067459034	0.154108806
467	0.2066590389	0.1539981521
468	0.2065143081	0.1538033694
469	0.2063082029	0.1536852088
470	0.2061274145	0.1535326469
471	0.2059035749	0.1533715967
472	0.2056977608	0.1532302867
473	0.2054640966	0.1529933692
474	0.2053155637	0.1528034534
475	0.2051776158	0.152612789
476	0.204933816	0.1523853386
477	0.2047303054	0.1522200402
478	0.2045710098	0.1520040187
479	0.2043455845	0.1517573594
480	0.2041681564	0.1514788372
481	0.2040414919	0.1513793903
482	0.2038674917	0.1512428931
483	0.203578192	0.1510704139
484	0.2034786925	0.1509342613
485	0.2033567121	0.1507581795
486	0.2030825713	0.1505319333
487	0.2030504588	0.1504866949
488	0.2027925228	0.1502203335
489	0.2026124732	0.1500410692
490	0.2025454813	0.1499504659
491	0.2023322804	0.1497340495
492	0.2022653145	0.1496425997
493	0.2020356051	0.1494503334
494	0.2018895314	0.1493043986
495	0.2017715857	0.1492274999
496	0.2016232624	0.1490881329
497	0.2014323942	0.1489103586
498	0.2011618088	0.1487817211
499	0.2009788721	0.1485957036
500	0.2009606672	0.1485639832
501	0.2009122916	0.1484677938
502	0.2007676175	0.1483610277
503	0.2005069642	0.1481306722
504	0.2004552295	0.1480627196
505	0.2002033396	0.1478286751
506	0.1999553791	0.1476392405
507	0.1997886704	0.1474757712
508	0.1995996767	0.1473219273
509	0.1994311854	0.1472068596
510	0.199362069	0.1471294631
511	0.1992872825	0.1470186291
512	0.1991113875	0.1467989059
513	0.1988844829	0.1465779213
514	0.1987407343	0.1464192688
515	0.1986516061	0.1463082594
516	0.1984432306	0.1461877253
517	0.1981795	0.1459636993
518	0.1980189789	0.1458516087
519	0.1979370884	0.1457407664
520	0.1979110065	0.1457084985
521	0.197656862	0.145539903
522	0.1975589803	0.1453735998
523	0.1972809031	0.1450894399
524	0.1971498228	0.1449200645
525	0.1968822596	0.1446764303
526	0.1966557317	0.1444173922
527	0.1964644594	0.1442121146
528	0.1962910631	0.1439869669
529	0.1961286548	0.1438631514
530	0.1959354453	0.1437509673
531	0.1957973136	0.1436586354
532	0.1955735484	0.143442885
533	0.1953940001	0.1433364874
534	0.1952414844	0.143179493
535	0.1950539028	0.1430801042
536	0.1947853746	0.1427911692
537	0.1945861124	0.1425692207
538	0.1943846504	0.1424068279
539	0.1942873684	0.142319347
540	0.1941527215	0.1421523736
541	0.1940480563	0.142080459
542	0.193865114	0.1419564614
543	0.1936268457	0.1417486316
544	0.1933488611	0.1415886356
545	0.1932637813	0.1414533332
546	0.1930611393	0.1412676358
547	0.1928920447	0.1410868907
548	0.1925620537	0.1407663569
549	0.1923824124	0.1406455199
550	0.1921875325	0.1404872652
551	0.1920176891	0.1403847256
552	0.1919568796	0.14028693
553	0.1918217265	0.1401179484
554	0.1917875621	0.140081939
555	0.19148821	0.1397813948
556	0.1912907863	0.139593632
557	0.1912374033	0.1395199806
558	0.1912167309	0.1394879266
559	0.1911112056	0.1393773687
560	0.1908886702	0.139203194
561	0.1906731312	0.1390908164
562	0.1905761632	0.1389632289
563	0.1905590264	0.1389361993
564	0.1905482489	0.1389170925
565	0.1904125763	0.138804599
566	0.1903115977	0.1386591111
567	0.1901005405	0.1384848077
568	0.1899102406	0.1383561108
569	0.1898351586	0.1382609528
570	0.189702839	0.138081732
571	0.1894854667	0.1378978439
572	0.1893433209	0.1377439355
573	0.1892322747	0.1376729229
574	0.1892155431	0.1376409869
575	0.1889890931	0.1373723003
576	0.1887748588	0.1372213723
577	0.1886626873	0.1371585239
578	0.1884247622	0.1370471985
579	0.1881669642	0.1368707392
580	0.1879877804	0.1367112658
581	0.1878561958	0.1365981767
582	0.1876731267	0.1364918988
583	0.1874866823	0.1362982842
584	0.1873642965	0.1362094399
585	0.1871992602	0.1360941176
586	0.186997778	0.1358746254
587	0.1868306512	0.1357466272
588	0.186616492	0.1356415098
589	0.1864095531	0.1355018207
590	0.1862359178	0.1353669237
591	0.1860809088	0.1352478494
592	0.1858997043	0.1351066589
593	0.1856054032	0.134736131
594	0.185370909	0.1346008691
595	0.185132514	0.1344202663
596	0.1850802423	0.1343763857
597	0.1849156994	0.1342650824
598	0.1848353053	0.1341460215
599	0.1848126011	0.1341180188
600	0.1846152686	0.1340091015
601	0.1845475516	0.1339313857
602	0.1844554718	0.1338006782
603	0.1844440799	0.133775778
604	0.1842857016	0.1336338105
605	0.1841437384	0.1335354769
606	0.1840798714	0.1334430042
607	0.1839954851	0.1333370371
608	0.1839136468	0.1332241351
609	0.1836655741	0.132987954
610	0.1835913607	0.1329024625
611	0.1833508803	0.1326455459
612	0.1832008732	0.1325227406
613	0.1829236114	0.132328044
614	0.1829083802	0.1322994139
615	0.1827016454	0.1321809863
616	0.18249329	0.1319925879
617	0.1824808935	0.1319692556
618	0.1823288138	0.1318250236
619	0.182280109	0.1317613992
620	0.1820400531	0.1315354439
621	0.1819591806	0.1314923981
622	0.1817136552	0.1312059456
623	0.1815814025	0.1311252189
624	0.1814357158	0.1309497104
625	0.1813343582	0.1308868163
626	0.1812215564	0.1308073419
627	0.1811495054	0.1307234079
628	0.1810248894	0.130657526
629	0.181014935	0.1306431848
630	0.1809204713	0.1305281123
631	0.1807530205	0.1304140496
632	0.180544272	0.1302032129
633	0.1804339045	0.1301203887
634	0.1803135521	0.129982552
635	0.1802415845	0.1298848876
636	0.1800810596	0.129751395
637	0.1798933532	0.1296280486
638	0.179760457	0.129471609
639	0.1796146569	0.1293475739
640	0.1794283063	0.1292078646
641	0.1792700953	0.1290684532
642	0.1791990582	0.1289663169
643	0.1790533939	0.128863695
644	0.1788583101	0.1287086522
645	0.178677098	0.1285707822
646	0.1785775287	0.1284975382
647	0.1785021371	0.1283922246
648	0.178366021	0.1282661788
649	0.178259835	0.1281878097
650	0.1781771905	0.1281289759
651	0.1781212733	0.1280473169
652	0.1780894183	0.128020197
653	0.1780427777	0.1279977186
654	0.1779448669	0.1278933135
655	0.1778040098	0.1277644798
656	0.1777870021	0.1277412146
657	0.1776518599	0.1276650167
658	0.1774468965	0.127572446
659	0.1772498453	0.1274587618
660	0.1772297305	0.1274292038
661	0.1770331215	0.1272956329
662	0.1768436281	0.1271020293
663	0.1767164284	0.1269613693
664	0.1765788741	0.1268795259
665	0.176568637	0.1268625383
666	0.1765124827	0.1267870453
667	0.1763706709	0.1266640062
668	0.1762367202	0.1265125897
669	0.1760912343	0.126405552
670	0.1759106806	0.1262025703
671	0.1758679076	0.126152022
672	0.1758035838	0.1260794752
673	0.1756252093	0.1258927906
674	0.1754615617	0.1257682691
675	0.1753104032	0.1256933927
676	0.1751246459	0.1255344921
677	0.1749956283	0.1254337607
678	0.1748933243	0.1253358216
679	0.1747466453	0.1251882976
680	0.174568833	0.1250575833
681	0.1745026705	0.1249764341
682	0.1743723533	0.1248892598
683	0.1742203155	0.1247483296
684	0.1741326989	0.1246263137
685	0.1741006112	0.1245926361
686	0.1739383788	0.124478284
687	0.1738824594	0.1244155809
688	0.1737385696	0.1242965438
689	0.1736230428	0.1241753379
690	0.1734476159	0.1240764777
691	0.1733258642	0.1239915828
692	0.1732163388	0.1239069286
693	0.1730843736	0.1238082477
694	0.1730703963	0.1237824966
695	0.172924636	0.1236985576
696	0.1727909461	0.1236254076
697	0.1727201907	0.123533887
698	0.1725706526	0.1234085773
699	0.1724535533	0.1233390743
700	0.1722225089	0.1231792187
701	0.1721454741	0.1230888508
702	0.1720287125	0.1230073488
703	0.1719797461	0.1229438692
704	0.1719163883	0.122905144
705	0.1717901252	0.1227970435
706	0.171693843	0.1227077984
707	0.1715781314	0.1226423188
708	0.171442282	0.1225105213
709	0.1712649626	0.1224052584
710	0.1711059993	0.122219348
711	0.1709428726	0.1221199277
712	0.1708660944	0.1220157239
713	0.1707535418	0.1219195299
714	0.1706274621	0.1218088612
715	0.1704770436	0.1217140096
716	0.1704669434	0.1216982066
717	0.1703075786	0.1215962617
718	0.1701949805	0.1215309575
719	0.1701204525	0.1214596904
720	0.1700840013	0.1214291744
721	0.1699350694	0.1212745749
722	0.1697492534	0.1211466252
723	0.1697402641	0.1211375675
724	0.1696314615	0.1210438071
725	0.1694715081	0.1209577326
726	0.1693699304	0.1208962162
727	0.1693508892	0.1208700799
728	0.1691870648	0.1206869577
729	0.1691152215	0.1205852538
730	0.1690296237	0.1204640859
731	0.1688921726	0.1203287931
732	0.1687162504	0.120187326
733	0.168665307	0.1201188223
734	0.1685815755	0.1200091287
735	0.1684896625	0.1199314169
736	0.1683498022	0.1197718717
737	0.1682138145	0.1196760835
738	0.168171432	0.1196377031
739	0.1680115809	0.1194940985
740	0.1679743227	0.1194595109
741	0.1678185399	0.1193532764
742	0.1677514989	0.1192920912
743	0.1676445509	0.1192287746
744	0.1675730046	0.1191417322
745	0.1674866729	0.1190814518
746	0.1674726122	0.1190525251
747	0.167390468	0.1189609083
748	0.1672976891	0.1189033282
749	0.1671746418	0.1188146724
750	0.1670283915	0.1187019234
751	0.1668099856	0.1185737096
752	0.1667945332	0.1185555143
753	0.1667832914	0.1185337064
754	0.1666608379	0.1184205827
755	0.1665438912	0.1183491944
756	0.1664109582	0.1182481771
757	0.1662976682	0.1181731354
758	0.1661662008	0.1180892173
759	0.1658446551	0.1179274815
760	0.165709679	0.1178128933
761	0.165584271	0.1177374216
762	0.1654408768	0.1176584226
763	0.1653163167	0.117557311
764	0.1653086531	0.1175421692
765	0.1651884453	0.1174622604
766	0.1651527273	0.1174262001
767	0.165039756	0.1173533232
768	0.1649824987	0.1172992621
769	0.164913817	0.1172201256
770	0.1647889598	0.1171265519
771	0.1646683059	0.1169949689
772	0.1645716207	0.116935535
773	0.1645624026	0.1169195563
774	0.1644600293	0.1168703103
775	0.164356674	0.1168012116
776	0.1641846464	0.116690741
777	0.1640920531	0.1165748166
778	0.1639768711	0.1165041556
779	0.1639229999	0.1164396213
780	0.163816103	0.1163704833
781	0.1637050048	0.116294991
782	0.163635622	0.1162091569
783	0.1636133553	0.116182444
784	0.1635250156	0.1161257106
785	0.1633776641	0.1160278711
786	0.1632961169	0.1159646182
787	0.1631666372	0.1158904578
788	0.1630624501	0.1158134008
789	0.1629625997	0.1157459542
790	0.1628571944	0.115630964
791	0.1627484616	0.1155282154
792	0.162684736	0.1154599273
793	0.1625835941	0.1153842396
794	0.1624782801	0.1153126032
795	0.1623878473	0.1152500697
796	0.1623054946	0.1151533331
797	0.1620641611	0.1150137304
798	0.1619216233	0.114905197
799	0.1618114786	0.1148358615
800	0.1616690179	0.1147031493
801	0.1613953231	0.1145582395
802	0.1613094023	0.1145143077
803	0.1611650295	0.114432725
804	0.1610664137	0.1143324102
805	0.1609701164	0.1142372469
806	0.1608709605	0.114164971
807	0.160763548	0.1140626658
808	0.1607197948	0.1140166728
809	0.1606167821	0.1139317719
810	0.1605078612	0.1138673043
811	0.1604250605	0.1138139715
812	0.1604171278	0.1138027159
813	0.1603223308	0.1137130887
814	0.1602318663	0.1136563911
815	0.1600862672	0.1135522762
816	0.1599722423	0.113469744
817	0.1599346144	0.1134358191
818	0.1597955188	0.1133634742
819	0.1596643491	0.1132920277
820	0.1596318682	0.1132452854
821	0.1595156441	0.1131345009
822	0.1594403077	0.1130958167
823	0.1593249119	0.1129968442
824	0.1592593398	0.1129655177
825	0.1591766268	0.1128911716
826	0.1591168191	0.1128210934
827	0.1589878464	0.1127526302
828	0.1589047393	0.1126763284
829	0.158826871	0.1126308823
830	0.1587599756	0.1125603975
831	0.1586614994	0.112453685
832	0.1585390476	0.1123675166
833	0.1583231294	0.1122319345
834	0.1582921904	0.1122054314
835	0.1581421845	0.1121098929
836	0.1580392885	0.1120155914
837	0.1579493436	0.11191349
838	0.1578406094	0.1118209659
839	0.1577600091	0.1117664605
840	0.1576391705	0.1117017079
841	0.1575058881	0.1115831372
842	0.1573511727	0.1115108447
843	0.1572702347	0.1114633189
844	0.1570501837	0.1113386008
845	0.1570062015	0.1112848796
846	0.1568943302	0.1111932531
847	0.1567471026	0.1110728166
848	0.1566755031	0.1110068607
849	0.1565350794	0.1109229598
850	0.1565141086	0.1109010601
851	0.1564645746	0.110846557
852	0.1563128816	0.1106804522
853	0.1562718794	0.1106199692
854	0.156263013	0.1106032258
855	0.1561185585	0.1104963537
856	0.156109423	0.110478478
857	0.156068944	0.1104157937
858	0.1559600289	0.1103037771
859	0.1558338573	0.1102042844
860	0.1557598985	0.1101453682
861	0.1556954754	0.1100811568
862	0.1555855313	0.1100109997
863	0.1555434331	0.1099499136
864	0.1554679141	0.1098903448
865	0.1553683017	0.1098468142
866	0.1552498647	0.1097711612
867	0.1551852554	0.1097102225
868	0.1550104557	0.1096360153
869	0.1548794818	0.1095493776
870	0.1547521496	0.109445056
871	0.1547418987	0.1094253311
872	0.1547197391	0.1093938925
873	0.1546159605	0.1093205553
874	0.1545098805	0.1092504901
875	0.1544248455	0.1091753635
876	0.1544046362	0.1091442537
877	0.1542435483	0.1090756231
878	0.1542061857	0.1090462616
879	0.1540877655	0.1089511902
880	0.1539217968	0.1088070554
881	0.1538495238	0.1087197881
882	0.1537736526	0.1086767971
883	0.1536882862	0.1086000273
